610,Был целенаправленно разработан для,84,2012-07-18,3399
611,Это совокупность идей и,68,1967-04-26,1628
612,Разработан для применения в,94,1994-04-07,1326
613,"Слишком много, чтобы понять",73,2005-11-06,1428
614,Себя средства порождения,22,1973-10-10,3736
615,Поддерживает несколько парадигм,27,2013-08-23,1575
616,Стандартизированный чистый функциональный,46,2006-05-11,2859
617,То,66,1997-07-31,1843
618,Поддерживает несколько парадигм,97,2017-11-01,1308
619,—,51,2017-11-01,2002
620,"Слишком много,",34,2016-05-30,2054
621,Использует сопоставление с,49,2016-01-03,1162
622,Информации,66,2008-04-06,1379
623,Целенаправленно разработан для применения,15,2022-03-24,1098
624,Расти в связи с,68,1982-05-14,2437
625,Минималистичен.,38,1962-02-03,1409
626,—,10,2015-09-20,3190
627,Начала расти в связи,71,2020-05-06,1326
628,Поддерживаться на,16,1959-12-13,1549
629,"Языком программирования, который скорее",35,1948-01-14,1334
630,"Способ концептуализации, определяющий организацию",70,2008-05-08,1830
631,Которое использует сопоставление с,99,2003-05-19,2726
632,Нескольких NoSQL-базах данных,59,2008-06-26,1802
633,Распространено даже на битовые,51,2014-10-08,1066
634,Организацию вычислений и,78,1947-07-29,3090
635,— форма,16,1948-04-12,1010
636,Из самых распространённых,56,1998-11-29,1226
637,Целенаправленно разработан для применения,71,2003-09-18,2335
638,Был целенаправленно,49,1996-05-25,2168
639,"Программирования, отличающийся",36,2021-10-09,1883
640,Функциональный язык программирования,41,2018-02-11,1509
641,Программирования — это,50,2007-01-22,2455
642,Применяется,48,2005-12-21,1379
643,Язык,82,2020-10-12,1388
644,"Языком программирования, который скорее",8,1986-05-18,1396
645,"Способ концептуализации, определяющий",34,1987-02-26,1754
646,Erlang,12,1996-01-01,2064
647,— строго типизированный объектно-ориентированный,13,1993-01-13,2405
648,Самых распространённых языков,73,2011-02-16,1082
649,Строго типизированный,22,1987-11-23,1363
650,Одним из,0,2005-04-23,1423
651,"Концептуализации, определяющий",73,2015-01-18,1899
652,С образцом,97,2008-03-06,3546
653,"Способ концептуализации, определяющий организацию",47,1978-02-19,3015
654,Язык программирования общего,94,1995-06-13,1454
655,Простой интерактивной среды,18,1979-07-24,2626
656,— высокоуровневый язык программирования,71,2009-06-08,1206
657,Высокоуровневый язык программирования,43,2016-02-22,3188
658,Это совокупность,3,2011-10-22,1149
659,Ядра,83,2014-03-14,2505
660,И,69,2005-10-29,1886
661,Поддерживается компанией,60,1983-05-18,1738
662,Для применения в,72,2012-12-28,1104
663,Концепции Erlang,91,1987-07-16,1806
664,Совокупность идей,31,1969-01-12,1249
665,Время стандартная библиотека,86,1998-08-17,4289
666,На,20,1984-11-13,1424
667,"Функции,",43,2017-10-07,1248
668,Нескольких NoSQL-базах,11,2020-08-08,1023
669,Типизированный,29,1987-01-23,2640
670,Синтаксис,21,1986-08-14,1555
671,Программирование,20,2001-02-05,1215
672,Из,12,2020-08-07,2025
673,Это совокупность идей,52,1982-03-01,1103
674,"Способ концептуализации, определяющий",18,2006-11-17,1033
675,Nosql-Базах данных,2,2019-04-03,1883
676,Даже на битовые,98,1991-04-18,3113
677,"Даже на битовые строки,",49,1998-05-31,1118
678,"Программирования, который скорее используется",55,2011-11-03,1006
679,Язык программирования с,79,2011-05-25,2363
680,— высокоуровневый язык,15,1995-03-19,1127
681,Наш век информации слишком,54,1986-06-26,2151
682,Концепции Erlang,91,1995-02-02,1687
683,Минималистичен.,97,2012-11-16,2339
684,Чистый функциональный язык программирования,74,2021-04-04,1229
685,Стандартизированный чистый функциональный,89,1979-05-15,3363
686,"Программирования, в",18,1968-03-05,2167
687,Несколько парадигм,37,2012-12-25,1043
688,Из самых,70,2020-03-03,1233
689,Самых,56,1987-01-16,1095
690,"Слишком много, чтобы понять",92,1973-09-05,1106
691,Расти в,66,2018-03-12,2536
692,Nosql-Базах,79,2015-07-06,1105
693,С образцом распространено,31,2015-06-28,2960
694,Применяется в,86,2020-09-09,2010
695,Серьёзное,1,2018-11-04,1156
696,Стиль,87,2006-02-24,2745
697,Поддерживаться на,19,1986-03-21,2242
698,Средства порождения,29,2008-04-04,1042
699,Erlang начала расти,39,2016-11-12,1193
700,Был целенаправленно разработан для,89,1999-05-06,1092
701,Erlang начала,17,1996-06-16,1719
702,Время стандартная,71,1993-11-02,3014
703,Обычно транслируются,22,1980-07-27,2364
704,— стандартизированный чистый,16,1948-05-22,1715
705,Черта языка,9,1998-12-29,1453
706,"Информации слишком много,",20,2016-03-19,1191
707,Распространено даже на,48,1957-12-18,2428
708,"Транслируются в специальный байт-код,",82,2022-12-04,1715
709,— это,62,1949-06-30,3890
710,Это совокупность идей и,35,1948-07-18,1743
711,Серьёзное отношение к типизации.,93,2007-01-10,1081
712,"Определение функции,",17,2019-04-09,1425
713,Стандартная библиотека включает большой,44,2010-03-31,1049
714,"Концептуализации,",48,2004-04-03,4297
715,"Программирования общего назначения,",34,1978-10-29,1284
716,Черта языка — серьёзное,14,2018-04-16,1062
717,Включает в себя,45,2015-01-16,4743
718,Python минималистичен.,36,1970-01-30,1152
719,Распространено даже на битовые,54,1978-07-28,1252
720,Синтаксис,15,1976-02-04,1488
721,Декларативным языком,45,2020-10-06,2239
722,Использует,15,1989-09-29,1148
723,Это,76,1977-04-11,1627
724,Программирование может поддерживаться на,63,1974-05-31,1075
725,"Парадигм программирования, в том",18,2020-02-16,1084
726,— функциональный язык,90,1980-01-21,3816
727,Из самых,29,2003-02-05,1032
728,— функциональный язык программирования,48,1996-05-16,3095
729,"Языком программирования, который скорее",39,2011-09-17,1639
730,Поддерживаться на,98,1996-09-04,1704
731,"В специальный байт-код, поэтому",31,1955-01-13,1375
732,Языка,37,2006-02-24,2300
733,Одним,66,2021-06-21,1194
734,Обычно транслируются в специальный,67,2010-10-28,1102
735,Самых распространённых языков программирования,83,2005-04-08,2470
736,Язык,3,2011-09-22,1798
737,В нескольких NoSQL-базах данных,61,2010-02-01,1133
738,В,33,1999-10-12,1413
739,Программирования,30,2006-12-18,1374
740,Серьёзное отношение к типизации.,71,2021-10-13,6390
741,Язык,17,2022-11-14,1460
742,— серьёзное отношение к,41,2017-08-27,1366
743,Простой,26,2020-09-06,1934
744,Одним,42,2010-01-09,3071
745,"Парадигм программирования,",88,2018-05-16,3645
746,Строго типизированный,16,2013-02-07,5501
747,Слишком,3,2014-08-28,1027
748,Типизированный объектно-ориентированный,96,1981-07-18,1232
749,"Декларативным языком программирования,",57,1996-02-11,1343
750,Применяется в,21,1976-05-26,1246
751,Ericsson.,66,1995-05-26,1141
752,Типизированный объектно-ориентированный,94,2022-09-11,1452
753,"Способ концептуализации, определяющий",82,1975-03-19,1284
754,Программирования с сильной,13,1980-07-17,1941
755,Ericsson.,97,2010-01-28,2682
756,Программирование,60,1988-04-29,1748
757,Был,16,2021-11-14,1310
758,Нескольких NoSQL-базах данных высокой,13,1978-01-19,1556
759,Стандартная,92,1979-07-27,1862
760,Распространено даже на,28,2016-03-08,1332
761,"Функции, которое использует",33,2022-05-22,1061
762,Начала расти в связи,8,1989-12-09,1510
763,Это совокупность идей,6,1998-04-17,1224
764,"Программирования,",35,1954-01-23,3591
765,И некоторые концепции Erlang,24,2019-05-22,3271
766,Высокоуровневый,92,1966-01-14,2019
767,В себя средства порождения,27,2018-01-10,1331
768,Поддерживает несколько,75,2006-11-25,2486
769,Объектно-Ориентированный язык,0,2013-06-01,1375
770,—,9,1985-09-16,1688
771,Некоторые концепции Erlang,9,1952-09-04,1088
772,Язык программирования с,19,1962-07-26,1313
773,Типизированный объектно-ориентированный,99,2018-10-27,1089
774,Ericsson.,61,2008-09-28,2212
775,Концепции Erlang,11,2019-06-07,2328
776,Стандартизированный чистый функциональный,85,2006-05-15,1400
777,— серьёзное,57,2006-09-30,1303
778,— серьёзное отношение,94,2011-08-08,1487
779,"Слишком много,",2,1997-07-03,1702
780,Языка — серьёзное отношение,19,1972-08-12,1221
781,Черта языка —,93,2021-09-01,1770
782,— стандартизированный,39,1985-07-23,1227
783,Организации простой интерактивной,3,2006-10-05,1391
784,Включает в,98,2008-10-10,1308
785,Концепции,68,2018-05-06,1919
786,— серьёзное отношение к,15,1995-12-10,2024
787,Черта языка,28,2021-09-15,1414
788,Язык программирования с,45,1997-10-08,1245
789,Использует,87,1991-07-27,1234
790,"Информации слишком много, чтобы",47,1995-04-24,1070
791,— высокоуровневый язык,89,1993-08-19,1007
792,Организации простой,23,2013-06-06,1131
793,Программирования с сильной динамической,65,2009-09-23,2876
794,Образцом,84,1975-03-29,1243
795,Серьёзное отношение к,83,1993-06-01,1260
796,Даже на битовые,72,2016-11-27,1299
797,Программирования — это,15,2022-01-10,1088
798,Применяется в,85,2001-11-23,2408
799,Распространено,55,2014-09-11,2560
800,Наш век информации,71,1991-01-27,1297
801,—,74,2013-09-14,1770
802,В,96,1969-09-30,1057
803,Распространено,57,2019-11-29,1093
804,Язык программирования,33,2011-12-19,4936
805,Чистый функциональный,69,2009-01-19,1330
806,"Программирования,",62,1988-04-27,2155
807,"Язык программирования общего назначения,",84,1974-05-02,1570
808,Был целенаправленно разработан,80,1960-10-29,2732
809,Нескольких NoSQL-базах,26,2003-10-08,3519
810,Минималистичен.,78,1977-12-19,1940
811,Строго типизированный,85,2013-11-10,2069
812,Может поддерживаться на,94,2012-11-28,3815
813,"Концептуализации, определяющий организацию",91,2009-07-23,1095
814,Серьёзное,46,1985-01-12,1417
815,Строго,92,2015-11-06,3601
816,— форма организации простой,8,1991-08-10,4453
817,Парадигм,14,1994-08-26,1261
818,Ericsson.,91,1956-11-23,2718
819,"Функции,",67,1974-03-25,3408
820,"Программирования общего назначения, ориентированный",31,1958-03-22,2172
821,Нескольких NoSQL-базах данных высокой,34,2017-08-30,1106
822,Же время,51,2006-02-15,1741
823,Может поддерживаться на уровне,76,2010-01-15,1491
824,Из,36,2018-03-06,2161
825,"Парадигм программирования, в том",48,1989-08-02,1950
826,Средства,30,2006-05-09,2990
827,Начала расти,51,2011-04-25,2018
828,Языка —,90,2005-11-24,2084
829,"Объектно-Ориентированный язык программирования, разработанный",97,2012-09-07,1016
830,Наш век информации,57,1989-09-21,1650
831,"Способ концептуализации, определяющий",67,1982-04-28,1372
832,— высокоуровневый язык программирования,96,1963-08-28,1093
833,В связи,23,1991-06-23,1119
834,Компанией Ericsson.,2,2011-10-15,1057
835,"Программирования, отличающийся обширным",77,2013-02-17,1584
836,"Программирования общего назначения, ориентированный",62,1967-01-26,1191
837,Серьёзное отношение,74,2010-10-03,1474
838,Определяющий,21,2012-01-10,1346
839,"Совокупность идей и понятий,",91,2011-07-30,1600
840,Может поддерживаться на,50,1998-05-03,1231
841,Стандартная библиотека включает,14,2016-10-05,3054
842,"Функции, которое использует сопоставление",85,1999-08-30,3997
843,Язык программирования,33,2003-03-14,1696
844,Программирование — стиль,7,1992-04-24,2827
845,Себя средства порождения параллельных,62,1949-05-03,1341
846,Нескольких NoSQL-базах данных высокой,12,2018-01-18,1264
847,Java обычно,99,2012-03-08,1021
848,Типизированный объектно-ориентированный язык,72,2021-09-27,1864
849,"Функции, которое использует сопоставление",33,2014-10-27,3678
850,На уровне,38,1962-04-22,1611
851,Языка,31,2000-12-17,2005
852,Совокупность идей и,82,2007-11-21,3219
853,"Определение функции,",68,2011-08-19,1484
854,Организации простой,71,2003-02-08,1306
855,Nosql-Базах данных,87,1994-04-05,1690
856,Это совокупность идей,21,2019-06-15,2044
857,Же время стандартная библиотека,84,1979-09-12,4750
858,Самых распространённых,24,1987-04-30,2586
859,Стандартная библиотека включает,69,2015-09-26,1568
860,—,97,2007-09-07,1200
861,С образцом распространено,28,2014-12-23,2035
862,Себя средства порождения параллельных,80,1980-07-15,1181
863,Одним,14,1998-04-30,5465
864,— серьёзное,84,1997-02-28,1626
865,Же время,58,1996-08-21,1992
866,— это,96,2016-02-01,3390
867,Распространённых,27,2009-10-11,1370
868,Программирования —,96,1978-04-18,1632
869,Распространённых языков программирования с,94,1998-08-17,1906
870,Черта языка —,86,2015-10-01,1546
871,Транслируются в специальный,95,2021-05-31,2902
872,Некоторые концепции Erlang,87,1989-04-09,2037
873,Программирование,89,2008-05-30,1416
874,—,2,1991-11-04,1054
875,— стиль,20,2014-10-15,2038
876,"Программирования общего назначения,",58,2007-02-27,1050
877,С образцом распространено,50,2016-10-05,1661
878,Образцом распространено даже,96,1977-09-13,4118
879,В связи с расширением,88,2000-12-25,1712
880,Ядра Python минималистичен.,36,1973-09-04,1680
881,"В специальный байт-код, поэтому",91,1984-12-12,2826
882,Синтаксис и некоторые,77,1988-11-11,1053
883,Обычно транслируются в специальный,77,1989-09-21,1020
884,Простой,53,1993-08-28,1176
885,Образцом,58,1994-11-09,2487
886,"— стиль программирования,",7,2017-08-06,7643
887,Программирование —,94,2020-06-12,2642
888,"Способ концептуализации, определяющий организацию",28,2017-08-15,1773
889,На,29,1989-07-30,1388
890,Образцом распространено даже,41,1989-12-24,5017
891,Использует сопоставление,80,1964-03-04,1445
892,Включает в,85,2014-10-21,2751
893,Java,15,1961-01-21,2963
894,—,68,1987-12-11,4829
895,"Программирования общего назначения, ориентированный",53,1993-07-09,1228
896,Поддерживаться на уровне системы,50,2013-11-15,1631
897,То же,58,1982-05-24,1328
898,"В специальный байт-код,",11,2021-06-14,1692
899,— серьёзное отношение,64,2015-09-19,1115
900,"Стиль программирования, отличающийся обширным",70,2003-04-04,3875
901,Типизированный объектно-ориентированный,18,1988-12-29,1786
902,Язык,16,2013-10-31,1724
903,Включает в себя средства,79,2006-02-04,1015
904,Начала,90,1991-10-06,1735
905,"Функции, которое использует",50,1990-11-10,1142
906,Поддерживается компанией Ericsson.,4,2006-01-06,2797
907,Поддерживаться на уровне системы,76,2020-03-26,1674
908,Является декларативным,80,1996-09-10,2383
909,Организацию вычислений и структурирование,76,2009-06-09,1274
910,Средства порождения,21,1973-05-16,1468
911,Образцом распространено,86,1998-08-19,2468
912,Erlang начала расти,77,1993-05-15,1115
913,Простой,93,2020-05-05,2584
914,Высокоуровневый,52,1950-05-18,2060
915,"Программирования, отличающийся",32,1998-09-28,1641
916,Язык программирования,17,2009-04-25,2668
917,Одним из самых распространённых,15,2002-10-18,1314
918,На уровне системы типов,80,1972-02-11,1306
919,Начала расти в,36,1996-10-31,2435
920,"Способ концептуализации, определяющий",82,2014-04-25,1549
921,Высокоуровневый язык программирования общего,12,2011-03-29,1232
922,Функциональный язык программирования,71,1994-11-24,1029
923,На,36,1991-05-05,2005
924,Может поддерживаться на,72,2000-08-26,1200
925,Строго типизированный объектно-ориентированный,3,2008-05-28,1275
926,Разработан для применения,42,1979-11-03,1964
927,Программирование —,13,1968-02-19,1265
928,Поддерживаться,54,1993-01-11,2112
929,Минималистичен.,97,2022-03-17,1209
930,Стиль,53,2008-11-25,3609
931,"Программирование — стиль программирования,",75,2016-07-21,3617
932,В,96,2020-10-11,1376
933,Обычно,18,2013-10-04,1003
934,Транслируются,41,1980-05-10,1162
935,Включает в себя средства,57,1985-01-17,1133
936,Организации,37,2020-12-28,1019
937,Языка — серьёзное,91,1997-08-14,1094
938,"Слишком много, чтобы понять",65,2019-03-14,1254
939,Наш век информации,36,1973-02-02,1474
940,Стандартная библиотека включает,29,1991-03-22,3781
941,Совокупность,26,1977-12-03,1046
942,Программирование,40,1999-01-08,1330
943,Организации простой интерактивной среды,96,2018-12-11,1425
944,Строго,4,2002-06-05,3991
945,"Информации слишком много, чтобы",86,2006-12-17,1549
946,Самых распространённых,93,2004-12-01,1244
947,"Слишком много, чтобы",90,2013-06-21,1359
948,Ericsson.,11,2007-11-28,1306
949,"Программирования, в том",57,1996-12-20,1364
950,—,14,2000-01-02,1026
951,Определяющий организацию вычислений и,58,2020-05-30,3279
952,— стандартизированный чистый,75,2020-04-26,1813
953,Наш век информации слишком,86,1995-09-07,2276
954,"Программирование — стиль программирования,",24,2014-02-04,5164
955,Компанией Ericsson.,90,2001-04-30,1138
956,Программирования —,66,2007-02-05,2169
957,Функциональный язык,90,2012-10-01,1091
958,"Типизированный объектно-ориентированный язык программирования,",57,2021-06-12,1061
959,Некоторые концепции,91,1965-04-23,2266
960,Это совокупность,5,1971-08-24,1615
961,Программирование,64,1966-04-16,1221
962,Синтаксис и,48,1955-12-14,1680
963,И поддерживается компанией Ericsson.,32,2002-09-08,1093
964,В связи с расширением,91,1953-08-03,1120
965,— стандартизированный чистый,33,1985-01-16,1322
966,"Определение функции, которое использует",85,1996-02-26,2265
967,Программирование может,57,1995-10-02,1380
968,Программирование может,47,2002-09-28,1772
969,"Декларативным языком программирования, который",45,1970-06-03,2139
970,Организацию вычислений,15,1987-08-09,2827
971,Даже на битовые,19,1999-05-03,1138
972,Определяющий организацию вычислений,88,2012-01-22,2084
973,— строго,75,2020-11-12,1554
974,"Даже на битовые строки,",50,2013-12-03,3126
975,Средства порождения параллельных,17,2019-12-23,1130
976,Язык,2,1997-02-24,2417
977,Java,48,1986-12-12,1507
978,"Для применения в распределённых,",49,2010-05-21,2681
979,Стандартная библиотека включает,76,1989-07-10,1164
980,"Концептуализации, определяющий",16,2008-11-18,1377
981,Программирования,83,2011-07-23,2733
982,Век информации,44,2004-10-28,2618
983,Форма,60,1990-02-24,4857
984,С,80,1972-05-11,1072
985,Распространённых языков программирования с,1,2005-08-06,1067
986,Функциональный язык программирования,97,2019-03-29,2381
987,Nosql-Базах данных высокой доступности.,90,2003-12-04,1969
988,Объектно-Ориентированный язык,0,1985-11-29,1666
989,"Программирования общего назначения,",89,1988-04-27,1205
990,Синтаксис и некоторые,63,2007-07-31,2179
991,Обычно,20,2006-08-06,1448
992,Nosql-Базах,76,1985-01-09,1487
993,Поддерживаться на уровне системы,86,2021-11-13,1538
994,"Декларативным языком программирования,",67,1994-04-23,2489
995,В себя,55,1982-04-01,1638
996,Высокоуровневый,41,2003-04-12,1481
997,Java обычно,27,1988-10-02,2836
998,Python минималистичен.,53,1981-09-19,3170
999,Расти,50,1994-03-06,1612
