619,Время стандартная библиотека включает,81,1985-07-09,1526
620,"Слишком много,",94,1981-06-06,1118
621,Некоторые,50,1997-05-10,1168
622,Средства порождения,7,1981-08-19,2666
623,Обычно транслируются в,12,1992-07-29,3206
624,—,95,1982-09-28,2939
625,"Определение функции, которое",91,2014-02-20,1146
626,"Типизированный объектно-ориентированный язык программирования,",21,1956-06-16,2409
627,—,67,2019-10-20,3218
628,Применяется в нескольких NoSQL-базах,94,2010-12-21,2049
629,Парадигм,28,1978-12-23,1038
630,Организации простой,4,2014-08-10,1061
631,В,19,1987-12-24,2146
632,Объектно-Ориентированный,6,1982-04-20,2201
633,— стиль,44,1971-07-18,1178
634,Был целенаправленно разработан для,57,1987-10-04,1908
635,Для применения в,12,2021-02-15,1107
636,Наш век информации,94,1982-10-19,1201
637,Распространено даже на битовые,71,2016-11-07,2689
638,Организацию вычислений,85,1986-10-01,2316
639,Определение,42,1981-09-20,1228
640,— серьёзное отношение,75,2011-02-21,2893
641,Nosql-Базах,39,2018-12-12,1942
642,Способ,3,2022-08-04,1394
643,Высокоуровневый язык программирования общего,85,2003-10-17,1006
644,Был целенаправленно,1,2009-11-18,1149
645,Образцом распространено даже,34,2013-05-18,1748
646,—,58,1983-05-19,2768
647,— стиль,1,2014-11-03,1595
648,Начала,56,2012-04-07,1335
649,Был целенаправленно,5,1998-09-28,2017
650,"Программирования общего назначения, ориентированный",86,1967-04-08,1106
651,"Несколько парадигм программирования,",87,2022-03-29,4102
652,Распространённых языков программирования,8,2005-10-04,2239
653,Минималистичен.,91,1993-12-21,2380
654,Век,24,2000-03-27,1663
655,"Программирования, который скорее",87,1968-02-22,1056
656,"Слишком много, чтобы",77,2021-06-12,2576
657,Несколько,34,1997-02-16,1047
658,— строго типизированный,66,1989-01-19,1045
659,"Определение функции, которое",24,2005-07-19,3423
660,—,32,2014-11-02,1519
661,Распространённых,34,1994-11-05,1842
662,Синтаксис,53,2006-03-28,3131
663,Типизированный,79,2012-07-31,1573
664,Организации простой,10,1995-01-09,4329
665,Даже,60,2017-02-09,1009
666,Использует сопоставление с,72,2017-01-09,1964
667,Организации простой интерактивной среды,12,2018-06-27,3132
668,"Определение функции,",23,1986-11-03,1974
669,Себя средства порождения параллельных,86,2021-07-11,2331
670,Самых распространённых языков программирования,1,2021-06-15,1169
671,Начала,22,1995-07-14,1263
672,Ericsson.,85,1983-02-27,2308
673,Концепции Erlang унаследовал от,80,1991-10-13,1475
674,Применяется в нескольких,45,2010-09-25,1762
675,— высокоуровневый язык,20,2007-08-03,1511
676,И,34,2006-07-08,3281
677,Серьёзное,49,2010-02-23,3206
678,"Программирования, который скорее используется",67,2020-01-17,2433
679,Язык программирования с,23,1993-11-13,1322
680,Одним из самых распространённых,18,1993-05-21,1499
681,"Даже на битовые строки,",95,2006-01-28,2257
682,"Функции,",81,1988-05-13,1164
683,И поддерживается компанией Ericsson.,47,2016-04-29,2096
684,Программирование может,16,2008-03-06,2074
685,В себя средства,78,1989-04-05,2418
686,На уровне системы,97,1996-12-29,1606
687,"Слишком много, чтобы",51,2019-08-24,2104
688,Высокоуровневый язык программирования общего,37,2017-03-09,1117
689,—,99,2013-06-02,1626
690,Определение,15,2020-10-17,1131
691,Совокупность идей и,28,1968-04-09,1879
692,Нескольких NoSQL-базах данных,14,1961-05-12,1563
693,Организацию,41,1989-08-16,1307
694,Же,94,2004-09-19,3168
695,Концепции Erlang,24,2006-03-01,1359
696,"Концептуализации, определяющий",97,1998-12-18,1274
697,"Определение функции,",54,1993-10-14,1401
698,Для применения,68,1954-11-17,1678
699,"В специальный байт-код, поэтому",11,2019-07-07,1692
700,Распространённых,32,2020-10-20,1066
701,В себя средства порождения,27,2011-02-15,1054
702,Включает,73,1981-02-18,2255
703,Время,72,2012-05-09,3918
704,"Способ концептуализации,",22,1997-03-11,1355
705,Был целенаправленно разработан,29,1970-07-31,1260
706,В нескольких NoSQL-базах данных,97,1981-06-29,1643
707,Организацию,47,2001-10-20,1506
708,Нескольких NoSQL-базах,59,1975-11-18,1160
709,Время,91,1994-11-27,2817
710,Ядра Python минималистичен.,97,1999-01-05,2038
711,То,74,1997-08-13,1097
712,Простой,81,2015-10-11,1153
713,Стандартизированный чистый функциональный язык,73,1962-03-01,2613
714,Которое использует сопоставление,85,1991-04-13,1812
715,"Программирования,",32,2018-12-10,3372
716,Начала,51,2002-04-03,2549
717,Слишком,60,2015-06-25,2329
718,Даже на битовые,90,2016-04-16,2353
719,Образцом,11,2019-06-28,1635
720,Наш,18,2022-02-25,1095
721,"Программирования, в том",40,2006-01-10,1870
722,Организацию вычислений и структурирование,33,1988-06-03,1783
723,Время стандартная библиотека,23,1977-02-17,1362
724,"Концептуализации, определяющий",45,1953-02-09,1898
725,Организации простой интерактивной среды,26,1995-12-13,2905
726,Был целенаправленно разработан для,26,1991-07-06,1407
727,"Определение функции, которое использует",98,2015-01-25,1668
728,Использует сопоставление с,13,1977-02-20,1257
729,Программирование может,22,2011-02-26,1169
730,Образцом,68,1957-11-11,2275
731,Минималистичен.,22,2017-09-24,1614
732,Включает в себя,78,2008-03-14,1715
733,И,84,2012-11-20,1640
734,"Концептуализации,",98,2016-10-31,2706
735,В связи,39,2018-06-06,1138
736,Это,3,2009-11-26,1421
737,Функциональный язык,28,2001-12-23,4386
738,Поддерживается компанией,75,1996-09-23,1932
739,Программирования,42,2018-07-20,1102
740,На уровне,1,2015-04-11,3550
741,То,96,1970-05-24,1861
742,Распространено,92,2010-09-17,2133
743,"Совокупность идей и понятий,",41,2000-08-29,2018
744,"Программирования, отличающийся",69,1956-01-13,1200
745,В нескольких NoSQL-базах,8,2015-02-14,1913
746,"Способ концептуализации, определяющий организацию",76,1960-10-16,2634
747,Типизированный объектно-ориентированный язык,1,2017-02-14,1938
748,Erlang начала расти,6,1992-03-25,1318
749,Время стандартная,58,1990-06-13,2541
750,Язык,92,2016-08-08,1258
751,Же время,94,2020-09-07,2373
752,Самых распространённых языков,9,1992-12-05,1199
753,"В специальный байт-код, поэтому",27,2014-07-15,1000
754,"Для применения в распределённых,",60,2003-08-30,1154
755,Некоторые концепции Erlang унаследовал,6,1953-01-25,2160
756,Слишком,99,1971-07-10,3366
757,Функциональный язык программирования с,17,1988-02-16,1415
758,Распространено даже на битовые,11,2019-08-09,1270
759,В себя средства порождения,19,2005-01-11,6211
760,Из,58,2005-12-05,2190
761,"Концептуализации, определяющий организацию",66,2015-12-07,1507
762,Языка —,85,1965-03-06,3412
763,Средства порождения,68,1973-04-13,1028
764,Программирования с сильной,25,2019-03-27,1970
765,"Функции, которое использует",97,1993-09-20,1484
766,Является,0,2001-03-23,2171
767,Ericsson.,44,1972-10-06,1994
768,Высокоуровневый язык программирования общего,76,1987-04-14,1445
769,"Программирования, отличающийся обширным использованием",99,1997-02-08,1689
770,"Функции, которое использует сопоставление",6,1966-03-22,1011
771,Включает в себя средства,15,2012-02-22,4287
772,И некоторые концепции,99,1966-04-08,1266
773,Разработан для применения в,50,1997-03-18,4638
774,Может,19,1990-06-30,1924
775,Информации,68,1978-01-08,4635
776,Программирования,56,1995-12-10,3405
777,"Определение функции, которое",47,2001-08-18,1282
778,Ericsson.,54,2001-04-07,2839
779,Строго типизированный,39,2001-07-22,1243
780,"Использует сопоставление с образцом,",9,1970-04-16,1157
781,— серьёзное отношение к,51,2004-02-19,2102
782,В,91,2009-04-14,1906
783,На уровне системы,61,2009-08-19,2876
784,Минималистичен.,63,2004-10-26,1012
785,Слишком,37,2019-06-25,3593
786,Nosql-Базах,19,2018-03-25,1615
787,В специальный,52,2012-11-07,2721
788,Средства порождения,71,1999-02-02,3247
789,Средства порождения параллельных,26,1978-01-29,1084
790,—,92,2020-02-04,1666
791,"Программирования, в том числе",0,1996-02-15,1553
792,—,57,1986-01-28,2107
793,Erlang,64,2015-02-04,1998
794,Простой интерактивной среды,90,2018-06-12,2554
795,Является декларативным,16,2018-09-16,1281
796,Форма организации,31,2012-11-20,1817
797,Nosql-Базах данных высокой доступности.,41,2006-06-24,1025
798,Разработан,42,1994-01-09,1482
799,"Программирования, который",42,1975-02-12,2776
800,Типизированный,46,1970-08-09,1700
801,Век информации слишком,18,2019-12-23,3101
802,Форма организации простой интерактивной,10,1973-02-15,5581
803,Информации,37,2009-05-24,4653
804,С образцом,24,2021-03-01,1764
805,Использует,16,2006-01-10,1059
806,Чистый функциональный язык,53,2000-04-26,1929
807,Транслируются в специальный,12,1991-03-27,1546
808,Же,87,1968-06-30,1615
809,Для,6,1985-08-01,1331
810,Некоторые,72,2020-01-09,3259
811,— стиль,47,1967-07-03,2731
812,"Век информации слишком много,",68,2011-02-03,1169
813,Язык программирования с,88,2004-04-14,2124
814,Применяется в нескольких,44,1997-07-11,1290
815,"Стиль программирования, отличающийся",69,1972-03-12,2077
816,"Слишком много, чтобы",11,2004-08-17,2666
817,Же время стандартная библиотека,84,1997-08-09,1021
818,Функциональный язык программирования,86,2007-05-17,1829
819,Включает в себя средства,91,1999-08-31,1116
820,Разработан для применения,34,2016-08-18,1109
821,— функциональный,96,1955-01-16,1112
822,Java обычно,29,1989-03-14,2004
823,Чистый функциональный язык программирования,65,1978-12-14,2564
824,Распространено даже,18,1995-07-24,1770
825,Несколько парадигм,23,1978-03-17,1126
826,Организацию,39,2004-08-05,3452
827,Стандартизированный,48,2006-08-26,2345
828,С образцом,17,1992-04-24,1699
829,С образцом,35,2000-06-02,1215
830,Транслируются в,72,2020-11-13,4091
831,Программирования,86,1972-07-31,1111
832,"В специальный байт-код, поэтому",16,2007-11-06,3491
833,Одним из самых распространённых,79,2019-01-25,3892
834,Транслируются в,55,1972-03-05,5228
835,"Несколько парадигм программирования,",31,2001-03-23,2187
836,Был,34,2007-07-21,2263
837,"Концептуализации, определяющий организацию вычислений",19,2018-08-04,1241
838,Был целенаправленно разработан для,80,2021-05-25,1292
839,И некоторые концепции Erlang,14,1978-05-03,1202
840,Способ,79,2010-05-17,1370
841,Расти в связи с,79,1996-06-16,1379
842,Же время стандартная библиотека,89,2015-09-26,3210
843,И поддерживается компанией,2,2021-11-25,1242
844,Программирования,52,2010-09-12,2551
845,Средства порождения,51,1989-06-19,1707
846,Программирование,61,2020-03-03,1143
847,Расти,10,1978-04-11,3229
848,Себя,22,2001-06-09,3267
849,Nosql-Базах,17,2014-12-25,1247
850,— это совокупность идей,0,1993-09-03,1665
851,Для применения,80,2010-09-02,1246
852,"Программирования,",22,2004-08-04,1983
853,С образцом распространено,9,1992-12-08,4534
854,Разработан для,37,2003-03-15,2923
855,Высокоуровневый язык,88,2008-01-21,1771
856,Целенаправленно разработан,78,1984-08-28,1203
857,Программирование может,82,2013-07-02,1342
858,— высокоуровневый,35,1992-11-04,1221
859,Время стандартная библиотека включает,37,1988-04-24,1197
860,Программирования общего,46,2011-11-01,1157
861,Совокупность идей,40,2014-12-31,1663
862,Информации,62,1964-03-25,1870
863,Чистый,25,2004-01-09,1627
864,Же,16,2005-09-21,1942
865,Высокоуровневый язык программирования общего,75,1977-07-15,2588
866,Язык,10,1963-04-05,1838
867,Организации простой интерактивной,85,2017-09-24,2970
868,Является,66,1981-11-04,3111
869,Расти в,30,2006-05-21,1401
870,"Декларативным языком программирования, который",57,1954-03-07,1939
871,Компанией Ericsson.,14,1966-10-20,1359
872,Самых распространённых языков программирования,28,2003-01-23,2439
873,Компанией Ericsson.,96,1999-08-04,1374
874,Программирования с сильной,87,1995-03-21,1239
875,— функциональный язык,82,1997-12-20,1532
876,Распространено,38,2017-07-05,2727
877,Синтаксис и,81,2019-12-30,1955
878,С,1,2017-10-02,2325
879,То же время стандартная,50,1990-09-12,2164
880,Java,92,2014-11-19,1145
881,Начала расти в,57,1956-10-11,1275
882,Целенаправленно разработан,78,2014-06-14,1570
883,Определяющий организацию вычислений,9,1972-11-13,1686
884,— функциональный,39,1975-09-24,2888
885,Язык,2,2004-04-28,1004
886,"— стиль программирования,",25,2008-05-11,1889
887,Является декларативным,26,1994-01-04,1273
888,Средства,85,1999-12-07,4094
889,Парадигм,51,1988-07-04,1750
890,Распространено,25,2005-09-30,1797
891,Java обычно транслируются в,20,2021-09-05,1059
892,"Декларативным языком программирования, который",47,1979-11-12,1989
893,"В специальный байт-код,",29,1995-12-17,1045
894,В специальный,7,1990-03-31,1130
895,Стандартная,40,1995-02-08,3092
896,С образцом распространено даже,29,2018-09-24,3382
897,Определяющий организацию,11,2002-11-11,1089
898,Расти в связи,6,2009-12-12,3656
899,"Век информации слишком много,",4,2001-01-12,1815
900,Программирования — это совокупность,15,1990-10-02,3681
901,Распространённых,65,1992-02-23,4703
902,Был целенаправленно,10,1979-12-04,1689
903,Высокоуровневый,29,1979-11-25,1579
904,Программирования общего,53,2004-12-12,3623
905,С,67,2022-07-08,1901
906,Некоторые,57,1955-11-17,1005
907,Ядра Python,48,2020-09-27,3977
908,Поддерживаться,25,2008-06-16,1212
909,Поддерживает несколько парадигм,95,1990-06-07,1961
910,— функциональный,22,2020-05-14,1846
911,Форма,52,2020-02-27,1354
912,"Несколько парадигм программирования,",48,2009-11-12,1029
913,Язык программирования,63,2014-05-10,2671
914,Разработан для применения,13,1997-05-11,1444
915,Поддерживается,49,2007-08-31,2202
916,Средства порождения параллельных легковесных,27,2006-02-04,2949
917,Простой интерактивной среды,6,1962-08-28,4260
918,Компанией Ericsson.,38,1976-06-12,2376
919,— серьёзное отношение к,97,1996-10-22,1435
920,"Программирования,",9,1975-07-27,2649
921,Стандартная библиотека включает,15,2011-08-24,1434
922,Программирование может поддерживаться,84,2012-09-28,1434
923,"Программирования общего назначения,",63,1994-03-18,1889
924,На уровне,71,2006-08-14,3225
925,"Несколько парадигм программирования, в",0,1989-09-08,4080
926,"Несколько парадигм программирования,",56,1990-03-16,1124
927,Программирования,45,1962-08-06,5274
928,Распространённых языков программирования с,22,2011-03-15,1638
929,Программирования —,26,2020-09-19,1499
930,Простой интерактивной среды,44,1982-06-17,2696
931,"Функции, которое",68,1965-11-24,1033
932,Строго,96,2006-02-25,1232
933,Языка,48,2016-11-24,3055
934,Java обычно транслируются,95,2015-11-10,1670
935,Программирования общего,5,1984-12-11,1218
936,Образцом распространено,61,2005-12-20,2277
937,Самых распространённых языков программирования,55,1990-01-14,1029
938,Организации простой интерактивной,95,1986-06-05,1657
939,Нескольких,81,2016-09-19,1037
940,"Концептуализации, определяющий организацию",98,2001-08-06,3359
941,Стандартная,64,2001-02-13,1122
942,Себя средства,75,2013-11-23,1281
943,Объектно-Ориентированный язык,91,1997-12-16,1268
944,"Языком программирования, который",65,1993-07-19,1089
945,—,65,1976-03-30,2551
946,Стиль,2,1976-03-10,1267
947,Чистый функциональный,10,1990-01-24,1060
948,Транслируются в специальный,71,1989-12-06,1406
949,Стандартизированный чистый,24,2001-06-03,1604
950,"Слишком много, чтобы понять",83,2002-11-12,1630
951,Ericsson.,12,2020-08-31,2114
952,Время стандартная библиотека,32,2017-07-03,1174
953,Несколько,8,2014-01-06,2094
954,Включает в себя,20,2002-05-04,2103
955,"Слишком много, чтобы понять",24,2001-07-18,1064
956,Концепции Erlang,14,1973-05-21,1966
957,"Несколько парадигм программирования,",52,2005-09-19,1470
958,Erlang начала расти,44,2008-05-21,1094
959,Парадигм,31,2018-09-19,1356
960,Это совокупность идей и,91,2014-10-07,1697
961,Включает в,54,2007-08-11,1436
962,Черта языка —,33,2021-06-22,1571
963,"Определение функции, которое использует",22,2017-08-04,1431
964,Нескольких NoSQL-базах данных высокой,33,1982-05-13,5316
965,— высокоуровневый язык,44,1973-02-09,1379
966,"Несколько парадигм программирования, в",69,1993-11-14,1838
967,Строго типизированный,91,1997-08-21,1273
968,В,89,2018-06-07,1951
969,"Языком программирования,",12,2008-01-17,1070
970,Чистый,37,2006-07-07,1172
971,Поддерживаться,25,2017-08-21,1582
972,Организацию вычислений и,65,1999-04-11,2816
973,"В специальный байт-код,",23,2015-10-21,1191
974,Наш век информации слишком,4,2018-02-18,1344
975,Серьёзное,34,2012-07-14,2274
976,"Функции,",88,2017-01-14,2042
977,Nosql-Базах данных высокой доступности.,91,2013-03-04,1372
978,С,73,2016-09-06,1305
979,Чистый функциональный,50,2004-11-18,2566
980,"Транслируются в специальный байт-код,",29,1979-06-15,1670
981,Java обычно,66,2008-10-08,2907
982,Поддерживается компанией Ericsson.,80,1966-01-04,1437
983,Является,93,2007-01-30,2355
984,"Объектно-Ориентированный язык программирования,",18,1992-07-24,1897
985,"Является декларативным языком программирования,",68,1991-11-15,1378
986,Разработан,52,2011-04-04,1404
987,"Декларативным языком программирования, который",35,1995-03-10,6083
988,Для,55,2011-12-29,1292
989,Распространено даже на битовые,29,2000-06-12,1018
990,Поддерживается компанией Ericsson.,94,1970-03-11,3466
991,Применяется в нескольких NoSQL-базах,92,2013-01-07,2620
992,Чистый функциональный язык,38,1993-08-16,1065
993,— стиль,57,1979-07-01,1773
994,"Функции, которое использует",84,2000-08-18,2382
995,В,49,2003-10-30,1164
996,"Декларативным языком программирования,",70,2009-02-13,2145
997,Нескольких NoSQL-базах данных высокой,28,1955-05-13,1229
998,Целенаправленно разработан для,57,1946-10-08,2555
999,Высокоуровневый,31,2002-07-17,1023
